ScientificName_Ros&Mazimpaka;NID;Bio1_values1;Bio8_values1
Hypnum cupressiforme Hedw.;12076;11.85416698;13.61666679
Hypnum cupressiforme Hedw.;12076;11.85416698;13.61666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12076;11.85416698;13.61666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9655;11.85833359;5.533333302
Tortella squarrosa (Brid.) Limpr.;9357;11.86250019;8.016666412
Tortella squarrosa (Brid.) Limpr.;12382;11.86666679;13.75
Homalothecium aureum (Spruce) H.Rob. ;12457;11.8708334;13.78333378
Hypnum cupressiforme Hedw.;12457;11.8708334;13.78333378
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12457;11.8708334;13.78333378
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;6148;11.88;6.316666603
Hypnum cupressiforme Hedw.;8881;11.88;8.066666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9724;11.8791666;9.350000381
Homalothecium aureum (Spruce) H.Rob. ;7999;11.88333321;5
Homalothecium aureum (Spruce) H.Rob. ;7999;11.88333321;5
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;7999;11.88333321;5
Hypnum cupressiforme Hedw.;10280;11.88333321;8.100000381
Hypnum cupressiforme Hedw.;10280;11.88333321;8.100000381
Homalothecium aureum (Spruce) H.Rob. ;8461;11.88749981;5.583333015
Hypnum cupressiforme Hedw.;8461;11.88749981;5.583333015
Hypnum cupressiforme Hedw.;11436;11.89583302;8.116666794
Tortella squarrosa (Brid.) Limpr.;11436;11.89583302;8.116666794
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11436;11.89583302;8.116666794
Homalothecium aureum (Spruce) H.Rob. ;12227;11.90833378;13.8166666
Tortella squarrosa (Brid.) Limpr.;12227;11.90833378;13.8166666
Tortella squarrosa (Brid.) Limpr.;9357;11.91250038;8.050000191
Tortella squarrosa (Brid.) Limpr.;11988;11.92083359;13.80000019
Hypnum cupressiforme Hedw.;8473;11.92500019;9.733333588
Hypnum cupressiforme Hedw.;12240;11.92916679;13.66666698
Tortella squarrosa (Brid.) Limpr.;12240;11.92916679;13.66666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12240;11.92916679;13.66666698
Tortella squarrosa (Brid.) Limpr.;3836;11.9416666;6.333333492
Hypnum cupressiforme Hedw.;10392;11.94583321;8.016666412
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8995;11.97916698;8.083333015
Hypnum cupressiforme Hedw.;8995;11.97916698;8.083333015
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8018;11.97916698;9.733333588
Hypnum cupressiforme Hedw.;9842;11.97916698;9.75
Hypnum cupressiforme Hedw.;12150;12.00833321;13.80000019
Hypnum cupressiforme Hedw.;12150;12.00833321;13.80000019
Homalothecium aureum (Spruce) H.Rob. ;8332;12.01249981;5.483333111
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;8332;12.01249981;5.483333111
Hypnum cupressiforme Hedw.;9929;12.01249981;8.199999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9929;12.01249981;8.199999809
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9929;12.01249981;8.199999809
Hypnum cupressiforme Hedw.;12150;12.01249981;13.8166666
Hypnum cupressiforme Hedw.;11337;12.01666641;8.166666985
Tortella squarrosa (Brid.) Limpr.;11337;12.01666641;8.166666985
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11337;12.01666641;8.166666985
Hypnum cupressiforme Hedw.;9726;12.02083302;9.699999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8888;12.02916622;8.316666603
Homalothecium aureum (Spruce) H.Rob. ;8888;12.02916622;8.316666603
Hypnum cupressiforme Hedw.;8888;12.02916622;8.316666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10003;12.05000019;5.533333302
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12546;12.07499981;13.63333321
Dicranum scoparium Hedw.;12240;12.07916641;13.8166666
Homalothecium aureum (Spruce) H.Rob. ;12240;12.07916641;13.8166666
Hypnum cupressiforme Hedw.;12240;12.07916641;13.8166666
Tortella squarrosa (Brid.) Limpr.;12240;12.07916641;13.8166666
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12240;12.07916641;13.8166666
Hypnum cupressiforme Hedw.;8205;12.08333302;5.833333492
Dicranum scoparium Hedw.;6982;12.08333302;8.166666985
Dicranum scoparium Hedw.;6982;12.08333302;8.166666985
Dicranum scoparium Hedw.;6982;12.08333302;8.166666985
Dicranum scoparium Hedw.;6982;12.08333302;8.166666985
Tortella squarrosa (Brid.) Limpr.;12382;12.08333302;13.96666622
Hypnum cupressiforme Hedw.;7321;12.09166622;8.416666985
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;8459;12.10000038;5.766666412
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;8459;12.10000038;5.766666412
Homalothecium aureum (Spruce) H.Rob. ;10796;12.10000038;7.833333492
Hypnum cupressiforme Hedw.;10796;12.10000038;7.833333492
Tortella squarrosa (Brid.) Limpr.;10796;12.10000038;7.833333492
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7999;12.10416698;5.266666412
Tortella squarrosa (Brid.) Limpr.;9037;12.11666679;9.816666603
Homalothecium aureum (Spruce) H.Rob. ;12458;12.1208334;14.0666666
Hypnum cupressiforme Hedw.;12458;12.1208334;14.0666666
Tortella squarrosa (Brid.) Limpr.;12458;12.1208334;14.0666666
Tortella squarrosa (Brid.) Limpr.;12458;12.1208334;14.0666666
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12458;12.1208334;14.0666666
Homalothecium aureum (Spruce) H.Rob. ;12458;12.125;14.0666666
Tortella squarrosa (Brid.) Limpr.;12458;12.125;14.0666666
Homalothecium aureum (Spruce) H.Rob. ;11808;12.13749981;14
Tortella squarrosa (Brid.) Limpr.;11808;12.13749981;14
Homalothecium aureum (Spruce) H.Rob. ;12396;12.14583302;13.86666679
Hypnum cupressiforme Hedw.;12396;12.14583302;13.86666679
Hypnum cupressiforme Hedw.;12396;12.14583302;13.86666679
Hypnum cupressiforme Hedw.;12396;12.14583302;13.86666679
Tortella squarrosa (Brid.) Limpr.;12396;12.14583302;13.86666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12396;12.14583302;13.86666679
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12396;12.14583302;13.86666679
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12396;12.14583302;13.86666679
Dicranum scoparium Hedw.;11901;12.15416718;14.08333302
Dicranum scoparium Hedw.;12075;12.15833282;13.89999962
Homalothecium aureum (Spruce) H.Rob. ;12075;12.15833282;13.89999962
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12075;12.15833282;13.89999962
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7196;12.17083359;6.816666603
Hypnum cupressiforme Hedw.;7196;12.17083359;6.816666603
Hypnum cupressiforme Hedw.;7196;12.17083359;6.816666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;5882;12.1875;7.133333206
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9929;12.1875;8.349999428
Homalothecium aureum (Spruce) H.Rob. ;9109;12.19583321;8.266666412
Hypnum cupressiforme Hedw.;9109;12.19583321;8.266666412
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9109;12.19583321;8.266666412
Hypnum cupressiforme Hedw.;12237;12.19583321;13.9333334
Homalothecium aureum (Spruce) H.Rob. ;8996;12.20416641;8.300000191
Hypnum cupressiforme Hedw.;8996;12.20416641;8.300000191
Homalothecium aureum (Spruce) H.Rob. ;7883;12.21249962;5.449999809
Hypnum cupressiforme Hedw.;7883;12.21249962;5.449999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7883;12.21249962;5.449999809
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9422;12.21249962;5.816666603
Homalothecium aureum (Spruce) H.Rob. ;9422;12.21249962;5.816666603
Tortella squarrosa (Brid.) Limpr.;9422;12.21249962;5.816666603
Homalothecium aureum (Spruce) H.Rob. ;7764;12.22916698;5.550000191
Homalothecium aureum (Spruce) H.Rob. ;12150;12.23750019;14
Homalothecium aureum (Spruce) H.Rob. ;12150;12.23750019;14
Hypnum cupressiforme Hedw.;12150;12.23750019;14
Hypnum cupressiforme Hedw.;12150;12.23750019;14
Hypnum cupressiforme Hedw.;12150;12.23750019;14
Tortella squarrosa (Brid.) Limpr.;12150;12.23750019;14
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12150;12.23750019;14
Dicranum scoparium Hedw.;6979;12.2541666;7.966666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8769;12.28333282;8.533332825
Homalothecium aureum (Spruce) H.Rob. ;8769;12.28333282;8.533332825
Hypnum cupressiforme Hedw.;8769;12.28333282;8.533332825
Homalothecium aureum (Spruce) H.Rob. ;12150;12.28750038;14.10000038
Homalothecium aureum (Spruce) H.Rob. ;9423;12.29583359;5.816666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8882;12.29583359;8.466667175
Dicranum scoparium Hedw.;8882;12.29583359;8.466667175
Homalothecium aureum (Spruce) H.Rob. ;8882;12.29583359;8.466667175
Hypnum cupressiforme Hedw.;8882;12.29583359;8.466667175
Hypnum cupressiforme Hedw.;7765;12.30000019;5.633333206
Tortella squarrosa (Brid.) Limpr.;11933;12.30000019;9.783333778
Tortella squarrosa (Brid.) Limpr.;12382;12.30416679;14.1833334
Homalothecium aureum (Spruce) H.Rob. ;10821;12.3083334;8.399999619
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8923;12.3083334;9.966666222
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8923;12.3083334;9.966666222
Hypnum cupressiforme Hedw.;8923;12.3083334;9.966666222
Hypnum cupressiforme Hedw.;8923;12.3083334;9.966666222
Tortella squarrosa (Brid.) Limpr.;12151;12.3083334;14.14999962
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12240;12.3125;14.11666679
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9889;12.3166666;5.233333111
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9774;12.32499981;5.349999905
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9774;12.32499981;5.349999905
Homalothecium aureum (Spruce) H.Rob. ;7882;12.32916641;5.549999714
Tortella squarrosa (Brid.) Limpr.;12149;12.33749962;14.08333302
Dicranum scoparium Hedw.;12239;12.35000038;14.01666641
Hypnum cupressiforme Hedw.;12239;12.35000038;14.01666641
Tortella squarrosa (Brid.) Limpr.;12239;12.35000038;14.01666641
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12239;12.35000038;14.01666641
Tortella squarrosa (Brid.) Limpr.;12075;12.35416698;14.09999943
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12075;12.35416698;14.09999943
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7209;12.35833359;8.850000381
Dicranum scoparium Hedw.;7209;12.35833359;8.850000381
Tortella squarrosa (Brid.) Limpr.;12240;12.35833359;14.03333378
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8473;12.36250019;10.23333359
Tortella squarrosa (Brid.) Limpr.;8473;12.36250019;10.23333359
Hypnum cupressiforme Hedw.;6980;12.3708334;8.25
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;11328;12.375;8.449999809
Dicranum scoparium Hedw.;9494;12.375;10.28333282
Hypnum cupressiforme Hedw.;12396;12.38333321;14.05000019
Tortella squarrosa (Brid.) Limpr.;12396;12.38333321;14.05000019
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12396;12.38333321;14.05000019
Hypnum cupressiforme Hedw.;3687;12.38749981;6.716666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9774;12.39999962;5.583333492
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9774;12.39999962;5.583333492
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9774;12.39999962;5.583333492
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9360;12.40416718;8.566666603
Homalothecium aureum (Spruce) H.Rob. ;7999;12.41250038;5.633333206
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;7999;12.41250038;5.633333206
Tortella squarrosa (Brid.) Limpr.;12616;12.41250038;13.94999981
Homalothecium aureum (Spruce) H.Rob. ;8656;12.41666698;8.666666985
Hypnum cupressiforme Hedw.;8656;12.41666698;8.666666985
Hypnum cupressiforme Hedw.;3822;12.42916679;6.816666603
Hypnum cupressiforme Hedw.;9727;12.42916679;10.19999981
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12022;12.4333334;9.883333206
Hypnum cupressiforme Hedw.;7904;12.4333334;10.61666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10637;12.4375;10.78333282
Homalothecium aureum (Spruce) H.Rob. ;12239;12.4416666;14.11666679
Hypnum cupressiforme Hedw.;12239;12.4416666;14.11666679
Hypnum cupressiforme Hedw.;12239;12.4416666;14.11666679
Tortella squarrosa (Brid.) Limpr.;12239;12.4416666;14.11666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12239;12.4416666;14.11666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12239;12.4416666;14.11666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12239;12.4416666;14.11666679
Homalothecium aureum (Spruce) H.Rob. ;12226;12.44999981;10.53333378
Tortella squarrosa (Brid.) Limpr.;12226;12.44999981;10.53333378
Dicranum scoparium Hedw.;13028;12.44999981;13.26666641
Hypnum cupressiforme Hedw.;12151;12.44999981;14.26666641
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12151;12.44999981;14.26666641
Homalothecium aureum (Spruce) H.Rob. ;12227;12.46249962;14.38333321
Tortella squarrosa (Brid.) Limpr.;12227;12.46249962;14.38333321
Homalothecium aureum (Spruce) H.Rob. ;12226;12.46250057;14.33333397
Tortella squarrosa (Brid.) Limpr.;12226;12.46250057;14.33333397
Hypnum cupressiforme Hedw.;12074;12.47500038;14.26666641
Tortella squarrosa (Brid.) Limpr.;12074;12.47500038;14.26666641
Tortella squarrosa (Brid.) Limpr.;12066;12.47500038;14.33333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10237;12.49166679;5.816666603
Hypnum cupressiforme Hedw.;12068;12.5;14.36666679
Tortella squarrosa (Brid.) Limpr.;12068;12.5;14.36666679
Dicranum scoparium Hedw.;10796;12.5041666;8.266666412
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;8790;12.50833321;6.016666889
Tortella squarrosa (Brid.) Limpr.;11932;12.51666641;9.849999428
Tortella squarrosa (Brid.) Limpr.;11932;12.51666641;9.849999428
Hypnum cupressiforme Hedw.;7765;12.52083302;5.816666603
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12237;12.52083302;14.19999981
Hypnum cupressiforme Hedw.;11825;12.52916622;14.3166666
Tortella squarrosa (Brid.) Limpr.;11825;12.52916622;14.3166666
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;11825;12.52916622;14.3166666
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9774;12.53750038;5.583333015
Dicranum scoparium Hedw.;6766;12.53750038;9.233333588
Dicranum scoparium Hedw.;7998;12.54583359;5.683333397
Dicranum scoparium Hedw.;7998;12.54583359;5.683333397
Homalothecium aureum (Spruce) H.Rob. ;7998;12.54583359;5.683333397
Hypnum cupressiforme Hedw.;7998;12.54583359;5.683333397
Tortella squarrosa (Brid.) Limpr.;7998;12.54583359;5.683333397
Homalothecium aureum (Spruce) H.Rob. ;9774;12.54583359;5.716666698
Homalothecium aureum (Spruce) H.Rob. ;9774;12.54583359;5.716666698
Homalothecium aureum (Spruce) H.Rob. ;9774;12.54583359;5.716666698
Tortella squarrosa (Brid.) Limpr.;9774;12.54583359;5.716666698
Tortella squarrosa (Brid.) Limpr.;9774;12.54583359;5.716666698
Tortella squarrosa (Brid.) Limpr.;9774;12.54583359;5.716666698
Tortella squarrosa (Brid.) Limpr.;9774;12.54583359;5.716666698
Tortella squarrosa (Brid.) Limpr.;9774;12.54583359;5.716666698
Tortella squarrosa (Brid.) Limpr.;9774;12.54583359;5.716666698
Tortella squarrosa (Brid.) Limpr.;9774;12.54583359;5.716666698
Homalothecium aureum (Spruce) H.Rob. ;12227;12.54583359;14.39999962
Tortella squarrosa (Brid.) Limpr.;12074;12.57083321;14.33333397
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9774;12.57916641;5.716666698
Tortella squarrosa (Brid.) Limpr.;9774;12.57916641;5.716666698
Tortella squarrosa (Brid.) Limpr.;12151;12.57916641;14.39999962
Hypnum cupressiforme Hedw.;12616;12.58333302;14.09999943
Dicranum scoparium Hedw.;12616;12.58333302;14.09999943
Hypnum cupressiforme Hedw.;12616;12.58333302;14.09999943
Hypnum cupressiforme Hedw.;12616;12.58333302;14.09999943
Hypnum cupressiforme Hedw.;12616;12.58333302;14.09999943
Tortella squarrosa (Brid.) Limpr.;12616;12.58333302;14.09999943
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12616;12.58333302;14.09999943
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;10163;12.58749962;8.600000381
Homalothecium aureum (Spruce) H.Rob. ;12457;12.59583282;14.5
Homalothecium aureum (Spruce) H.Rob. ;12457;12.59583282;14.5
Dicranum scoparium Hedw.;7668;12.60000038;10.19999981
Hypnum cupressiforme Hedw.;7668;12.60000038;10.19999981
Tortella squarrosa (Brid.) Limpr.;11892;12.60000038;14.5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12150;12.61666679;14.39999962
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8769;12.625;8.866666794
Homalothecium aureum (Spruce) H.Rob. ;8769;12.625;8.866666794
Hypnum cupressiforme Hedw.;8769;12.625;8.866666794
Hypnum cupressiforme Hedw.;12616;12.625;14.11666679
Hypnum cupressiforme Hedw.;12616;12.625;14.11666679
Hypnum cupressiforme Hedw.;12616;12.625;14.11666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12616;12.625;14.11666679
Homalothecium aureum (Spruce) H.Rob. ;12532;12.625;14.5666666
Dicranum scoparium Hedw.;8477;12.6291666;11.25
Tortella squarrosa (Brid.) Limpr.;12237;12.6291666;14.33333397
Hypnum cupressiforme Hedw.;9726;12.63749981;10.33333302
Tortella squarrosa (Brid.) Limpr.;12150;12.64583302;14.4333334
Hypnum cupressiforme Hedw.;8769;12.65416622;8.949999809
Tortella squarrosa (Brid.) Limpr.;8769;12.65416622;8.949999809
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;8769;12.65416622;8.949999809
Hypnum cupressiforme Hedw.;9109;12.66250038;8.716667175
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12149;12.67083359;14.4333334
Homalothecium aureum (Spruce) H.Rob. ;7765;12.67500019;6.050000191
Hypnum cupressiforme Hedw.;7765;12.67500019;6.050000191
Homalothecium aureum (Spruce) H.Rob. ;9541;12.67500019;6.133333206
Homalothecium aureum (Spruce) H.Rob. ;9541;12.67500019;6.133333206
Homalothecium aureum (Spruce) H.Rob. ;9541;12.67500019;6.133333206
Tortella squarrosa (Brid.) Limpr.;9541;12.67500019;6.133333206
Dicranum scoparium Hedw.;6161;12.67916679;8.183333397
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8882;12.67916679;8.850000381
Dicranum scoparium Hedw.;8882;12.67916679;8.850000381
Hypnum cupressiforme Hedw.;8882;12.67916679;8.850000381
Dicranum scoparium Hedw.;8882;12.67916679;8.850000381
Hypnum cupressiforme Hedw.;9842;12.6916666;10.55000019
Hypnum cupressiforme Hedw.;12154;12.6916666;14.35000038
Tortella squarrosa (Brid.) Limpr.;12237;12.6916666;14.35000038
Homalothecium aureum (Spruce) H.Rob. ;12227;12.70416641;14.61666679
Tortella squarrosa (Brid.) Limpr.;12227;12.70416641;14.61666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9223;12.70833302;8.75
Homalothecium aureum (Spruce) H.Rob. ;9223;12.70833302;8.75
Hypnum cupressiforme Hedw.;9223;12.70833302;8.75
Tortella squarrosa (Brid.) Limpr.;9223;12.70833302;8.75
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9223;12.70833302;8.75
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12383;12.71666622;14.63333321
Hypnum cupressiforme Hedw.;12383;12.71666622;14.63333321
Homalothecium aureum (Spruce) H.Rob. ;9422;12.72916698;6.383333206
Tortella squarrosa (Brid.) Limpr.;9422;12.72916698;6.383333206
Dicranum scoparium Hedw.;8204;12.72916698;6.5
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3880;12.72916698;7.883333206
Tortella squarrosa (Brid.) Limpr.;12022;12.73750019;10.19999981
Tortella squarrosa (Brid.) Limpr.;12022;12.73750019;10.19999981
Tortella squarrosa (Brid.) Limpr.;11748;12.75;14.01666641
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9774;12.7541666;5.783333302
Tortella squarrosa (Brid.) Limpr.;9774;12.7541666;5.783333302
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9774;12.75833321;5.783333302
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9774;12.75833321;5.783333302
Homalothecium aureum (Spruce) H.Rob. ;9774;12.75833321;5.783333302
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9774;12.75833321;5.783333302
Tortella squarrosa (Brid.) Limpr.;9774;12.75833321;5.783333302
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3815;12.76666641;7.349999905
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3815;12.76666641;7.349999905
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3815;12.76666641;7.349999905
Homalothecium aureum (Spruce) H.Rob. ;12307;12.76666641;14.60000038
Tortella squarrosa (Brid.) Limpr.;12307;12.76666641;14.60000038
Hypnum cupressiforme Hedw.;12383;12.77083302;14.63333321
Hypnum cupressiforme Hedw.;12383;12.77083302;14.63333321
Hypnum cupressiforme Hedw.;12383;12.77083302;14.63333321
Hypnum cupressiforme Hedw.;12383;12.77083302;14.63333321
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12383;12.77083302;14.63333321
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12383;12.77083302;14.63333321
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;12383;12.77083302;14.63333321
Hypnum cupressiforme Hedw.;8996;12.77916622;8.900000572
Homalothecium aureum (Spruce) H.Rob. ;9774;12.78333282;5.849999905
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;9774;12.78333282;5.849999905
Tortella squarrosa (Brid.) Limpr.;9774;12.78333282;5.849999905
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;10237;12.79166698;6.083333492
Homalothecium aureum (Spruce) H.Rob. ;10237;12.79166698;6.083333492
Homalothecium aureum (Spruce) H.Rob. ;10237;12.79166698;6.083333492
Tortella squarrosa (Brid.) Limpr.;10237;12.79166698;6.083333492
Dicranum scoparium Hedw.;7648;12.79583359;6.266666412
Tortella squarrosa (Brid.) Limpr.;8587;12.8083334;10.85000038
Hypnum cupressiforme Hedw.;9109;12.8166666;8.866666794
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8656;12.8166666;9.116666794
Homalothecium aureum (Spruce) H.Rob. ;8656;12.8166666;9.116666794
Hypnum cupressiforme Hedw.;8656;12.8166666;9.116666794
Homalothecium aureum (Spruce) H.Rob. ;7480;12.82083321;7.400000095
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;9423;12.82499981;6.366666794
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8656;12.82499981;9.083333015
Dicranum scoparium Hedw.;8656;12.82499981;9.083333015
Hypnum cupressiforme Hedw.;8656;12.82499981;9.083333015
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12151;12.83333302;14.60000038
Homalothecium aureum (Spruce) H.Rob. ;12145;12.84166622;10.9333334
Tortella squarrosa (Brid.) Limpr.;12145;12.84166622;10.9333334
Hypnum cupressiforme Hedw.;12546;12.85000038;14.36666679
Tortella squarrosa (Brid.) Limpr.;12546;12.85000038;14.36666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8926;12.85833359;10.89999962
Hypnum cupressiforme Hedw.;7186;12.88749981;6.766666412
Tortella squarrosa (Brid.) Limpr.;12152;12.88749981;14.64999962
Homalothecium aureum (Spruce) H.Rob. ;8769;12.89583302;9.149999619
Hypnum cupressiforme Hedw.;8769;12.89583302;9.149999619
Hypnum cupressiforme Hedw.;12151;12.89999962;14.66666698
Tortella squarrosa (Brid.) Limpr.;12151;12.89999962;14.66666698
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12151;12.89999962;14.66666698
Tortella squarrosa (Brid.) Limpr.;12383;12.89999962;14.78333282
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;5894;12.92083359;9.5
Tortella squarrosa (Brid.) Limpr.;5894;12.92083359;9.5
Tortella squarrosa (Brid.) Limpr.;5894;12.92083359;9.5
Tortella squarrosa (Brid.) Limpr.;5894;12.92083359;9.5
Syntrichia ruralis (Hedw.) F.Weber & D.Mohr ;5894;12.92083359;9.5
Dicranum scoparium Hedw.;6662;12.92083359;9.75
Dicranum scoparium Hedw.;6662;12.92083359;9.75
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12067;12.9375;14.75
Tortella squarrosa (Brid.) Limpr.;12227;12.94583321;14.83333302
Homalothecium aureum (Spruce) H.Rob. ;12308;12.95416641;14.80000019
Tortella squarrosa (Brid.) Limpr.;12308;12.95416641;14.80000019
Hypnum cupressiforme Hedw.;3688;12.96666718;7.416666508
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3856;12.97916698;7.616666794
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;3856;12.97916698;7.616666794
Homalothecium aureum (Spruce) H.Rob. ;9109;12.98333359;9.016666412
Hypnum cupressiforme Hedw.;9109;12.98333359;9.016666412
Tortella squarrosa (Brid.) Limpr.;9109;12.98333359;9.016666412
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;8881;12.98333359;9.183333397
Homalothecium aureum (Spruce) H.Rob. ;12226;12.99166679;11.09999943
Tortella squarrosa (Brid.) Limpr.;12226;12.99166679;11.09999943
Dicranum scoparium Hedw.;9379;12.9958334;10.78333378
Hypnum cupressiforme Hedw.;9379;12.9958334;10.78333378
Homalothecium aureum (Spruce) H.Rob. ;14262;13.0041666;10.71666622
Homalothecium aureum (Spruce) H.Rob. ;14262;13.0041666;10.71666622
Homalothecium aureum (Spruce) H.Rob. ;14262;13.0041666;10.71666622
Homalothecium aureum (Spruce) H.Rob. ;14262;13.0041666;10.71666622
Homalothecium aureum (Spruce) H.Rob. ;14262;13.0041666;10.71666622
Hypnum cupressiforme Hedw.;12397;13.0041666;14.61666679
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12397;13.0041666;14.61666679
Hypnum cupressiforme Hedw.;12617;13.00833321;14.48333359
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12617;13.00833321;14.48333359
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12617;13.00833321;14.48333359
Ptychostomum capillare (Hedw.) Holyoak & N. Pedersen;12473;13.01249981;14.58333302
