Sp.;Size;Number;Type;Morfology;Sample;Label_wet;Area_wet;StdDev_wet;X_wet;Y_wet;XM_wet;YM_wet;Perim._wet;BX_wet;BY_wet;Width_wet;Height_wet;Major_wet;Minor_wet;Angle_wet;Circ._wet;AR_wet;Round_wet;Solidity_wet;Feret_wet;FeretAngle_wet;MinFeret_wet;FeretX_wet;FeretY_wet;IntDen_wet;RawIntDen_wet;Median_wet;Skew_wet;Kurt_wet;%Area_wet;Slice_wet;Label_dry;Area_dry;StdDev_dry;X_dry;Y_dry;XM_dry;YM_dry;Perim._dry;BX_dry;BY_dry;Width_dry;Height_dry;Major_dry;Minor_dry;Angle_dry;Circ._dry;AR_dry;Round_dry;Solidity_dry;Feret_dry;FeretAngle_dry;MinFeret_dry;FeretX_dry;FeretY_dry;IntDen_dry;RawIntDen_dry;Median_dry;Skew_dry;Kurt_dry;%Area_dry;Slice_dry;Index of viability;Number shoots;Index1;Index2;Index of contamination
P. capillare;Large;30;S;F. Apical;P. capillare Large;PTGH (30).jpg;1,99E-02;3,34E+01;1,33E-01;1,69E-01;1,34E-01;1,57E-01;1,00E+00;6,61E-02;3,62E-02;1,69E-01;3,15E-01;2,53E-01;1,00E-01;8,35E+01;2,50E-01;2,52E+00;3,97E-01;5,97E-01;3,16E-01;8,68E+01;1,64E-01;1,08E+02;3,40E+02;1,43E+00;1,34E+06;6,50E+01;1,76E+00;5,35E+00;0,00E+00;1,00E+00;PTGS (30).jpg;1,15E-02;3,53E+01;1,72E-01;1,66E-01;1,63E-01;1,61E-01;6,62E-01;5,99E-02;1,05E-01;2,63E-01;1,11E-01;2,58E-01;5,69E-02;1,64E+02;3,30E-01;4,53E+00;2,21E-01;7,35E-01;2,76E-01;1,62E+02;8,07E-02;5,80E+01;1,27E+02;9,95E-01;9,32E+05;8,40E+01;3,38E-01;-3,68E-01;0,00E+00;1,00E+00;6;3;8,25;9,75;1
P. capillare;Medium;1;S;햜ice;P. capillare Medium;PTMH (1).jpg;7,81E-03;2,56E+01;1,66E-01;1,27E-01;1,62E-01;1,32E-01;4,19E-01;1,31E-01;6,05E-02;7,64E-02;1,67E-01;1,54E-01;6,45E-02;8,24E+01;5,59E-01;2,39E+00;4,19E-01;8,90E-01;1,68E-01;7,83E+01;7,16E-02;1,48E+02;2,14E+02;5,38E-01;4,78E+05;7,40E+01;-9,81E-02;-2,92E-02;0,00E+00;1,00E+00;PTMS (1).jpg;4,92E-03;1,98E+01;1,42E-01;1,56E-01;1,42E-01;1,55E-01;3,30E-01;6,30E-02;1,27E-01;1,42E-01;5,27E-02;1,37E-01;4,56E-02;4,10E+00;5,67E-01;3,01E+00;3,32E-01;9,25E-01;1,43E-01;7,90E+00;5,10E-02;6,10E+01;1,62E+02;3,23E-01;3,03E+05;6,70E+01;-2,06E-01;6,33E-01;0,00E+00;1,00E+00;6;2;10;11,5;2
P. capillare;Medium;2;S;F. Intermedio;P. capillare Medium;PTMH (2).jpg;4,56E-03;2,48E+01;1,31E-01;1,60E-01;1,32E-01;1,54E-01;3,48E-01;1,07E-01;8,39E-02;4,78E-02;1,52E-01;1,65E-01;3,51E-02;8,33E+01;4,73E-01;4,71E+00;2,12E-01;9,06E-01;1,55E-01;7,69E+01;3,67E-02;1,07E+02;2,22E+02;2,77E-01;2,46E+05;5,80E+01;5,92E-01;-2,43E-01;0,00E+00;1,00E+00;PTMS (2).jpg;3,39E-03;1,92E+01;1,31E-01;7,98E-02;1,31E-01;7,97E-02;3,04E-01;5,99E-02;5,79E-02;1,31E-01;4,67E-02;1,30E-01;3,32E-02;1,23E+01;4,62E-01;3,91E+00;2,56E-01;9,13E-01;1,33E-01;1,10E+01;3,56E-02;5,90E+01;9,30E+01;2,73E-01;2,65E+05;8,20E+01;-1,04E-01;2,79E-01;0,00E+00;1,00E+00;6;7;8;9,5;2
P. capillare;Medium;3;S;F. Intermedio;P. capillare Medium;PTMH (3).jpg;6,50E-03;2,15E+01;1,12E-01;2,23E-01;1,13E-01;2,25E-01;5,01E-01;8,45E-02;1,14E-01;7,11E-02;2,13E-01;2,05E-01;4,03E-02;8,31E+01;3,26E-01;5,09E+00;1,97E-01;6,40E-01;2,14E-01;8,48E+01;5,60E-02;1,08E+02;3,18E+02;3,03E-01;2,85E+05;4,20E+01;2,53E+00;1,39E+01;0,00E+00;1,00E+00;PTMS (3).jpg;4,91E-03;2,41E+01;1,63E-01;1,49E-01;1,62E-01;1,48E-01;4,68E-01;8,58E-02;7,84E-02;1,22E-01;1,64E-01;1,62E-01;3,86E-02;1,24E+02;2,82E-01;4,19E+00;2,39E-01;5,34E-01;1,92E-01;1,24E+02;6,42E-02;9,00E+01;8,00E+01;3,35E-01;3,06E+05;6,80E+01;4,06E-01;5,66E-02;0,00E+00;1,00E+00;6;5;8,25;9,75;1
P. capillare;Medium;4;S;햜ice;P. capillare Medium;PTMH (4).jpg;6,61E-03;1,94E+01;1,20E-01;1,36E-01;1,22E-01;1,39E-01;4,17E-01;7,33E-02;4,85E-02;7,64E-02;1,70E-01;1,31E-01;6,41E-02;8,47E+01;4,79E-01;2,05E+00;4,88E-01;8,61E-01;1,70E-01;8,83E+01;7,51E-02;1,34E+02;2,12E+02;3,85E-01;3,61E+05;5,60E+01;1,36E+00;5,52E+00;0,00E+00;1,00E+00;PTMS (4).jpg;4,48E-03;2,17E+01;1,63E-01;1,28E-01;1,65E-01;1,27E-01;5,12E-01;8,35E-02;9,29E-02;1,44E-01;8,04E-02;1,23E-01;4,65E-02;1,64E+02;2,14E-01;2,64E+00;3,79E-01;6,56E-01;1,47E-01;1,68E+02;5,89E-02;8,00E+01;1,25E+02;3,13E-01;2,88E+05;7,00E+01;-3,18E-02;-1,59E-01;0,00E+00;1,00E+00;6;2;10,25;11,75;1
P. capillare;Medium;5;S;F. Intermedio;P. capillare Medium;PTMH (5).jpg;7,04E-03;2,76E+01;2,04E-01;2,01E-01;2,04E-01;1,98E-01;7,46E-01;1,61E-01;5,86E-02;1,23E-01;3,23E-01;2,70E-01;3,33E-02;7,40E+01;1,59E-01;8,11E+00;1,23E-01;4,69E-01;3,41E-01;7,16E+01;5,37E-02;1,64E+02;3,65E+02;6,85E-01;6,27E+05;9,50E+01;5,43E-01;7,63E-01;0,00E+00;1,00E+00;PTMS (5).jpg;6,38E-03;3,12E+01;1,81E-01;2,00E-01;1,76E-01;2,01E-01;7,64E-01;2,51E-02;1,63E-01;3,29E-01;6,47E-02;2,80E-01;2,90E-02;5,33E+00;1,37E-01;9,64E+00;1,04E-01;5,44E-01;3,30E-01;3,63E+00;4,62E-02;2,40E+01;1,85E+02;7,54E-01;6,92E+05;1,18E+02;-5,09E-02;-4,40E-01;0,00E+00;1,00E+00;6;3;8,25;9,75;1
P. capillare;Medium;6;L;F. Apical;P. capillare Medium;PTMH (6).jpg;3,99E-03;2,75E+01;1,37E-01;1,70E-01;1,39E-01;1,72E-01;2,65E-01;1,03E-01;1,25E-01;6,90E-02;9,41E-02;9,07E-02;5,61E-02;1,17E+02;7,17E-01;1,62E+00;6,18E-01;8,98E-01;9,69E-02;1,04E+02;6,15E-02;1,11E+02;1,19E+02;4,99E-01;4,56E+05;1,25E+02;-8,46E-02;-7,83E-03;0,00E+00;1,00E+00;PTMS (6).jpg;2,87E-03;2,93E+01;1,08E-01;7,58E-02;1,09E-01;7,51E-02;2,58E-01;6,40E-02;4,85E-02;8,98E-02;5,16E-02;7,90E-02;4,62E-02;1,66E+02;5,40E-01;1,71E+00;5,85E-01;9,10E-01;8,99E-02;1,77E+02;4,90E-02;6,20E+01;7,60E+01;3,17E-01;2,98E+05;1,12E+02;3,97E-02;-3,70E-01;0,00E+00;1,00E+00;3;0;2,75;4,25;1
P. capillare;Medium;7;S;F. Apical;P. capillare Medium;PTMH (7).jpg;4,22E-03;2,25E+01;1,35E-01;1,66E-01;1,34E-01;1,68E-01;4,72E-01;9,64E-02;1,04E-01;7,63E-02;1,43E-01;1,27E-01;4,24E-02;7,44E+01;2,38E-01;2,99E+00;3,35E-01;5,69E-01;1,47E-01;7,75E+01;6,78E-02;1,27E+02;2,33E+02;4,06E-01;3,62E+05;9,40E+01;6,09E-01;1,30E+00;0,00E+00;1,00E+00;PTMS (7).jpg;3,04E-03;2,54E+01;1,64E-01;1,19E-01;1,63E-01;1,19E-01;4,29E-01;9,57E-02;9,16E-02;1,43E-01;5,70E-02;1,16E-01;3,35E-02;1,70E+02;2,07E-01;3,45E+00;2,90E-01;6,08E-01;1,43E-01;1,76E+02;4,95E-02;9,40E+01;9,70E+01;2,99E-01;2,89E+05;9,80E+01;3,19E-02;-1,05E-01;0,00E+00;1,00E+00;6;10;8;9,5;2
P. capillare;Medium;8;L;F. Intermedio;P. capillare Medium;PTMH (8).jpg;7,64E-03;2,78E+01;1,32E-01;1,12E-01;1,33E-01;1,13E-01;3,55E-01;8,92E-02;4,25E-02;8,49E-02;1,34E-01;1,26E-01;7,72E-02;8,04E+01;7,62E-01;1,63E+00;6,13E-01;9,70E-01;1,34E-01;8,18E+01;7,96E-02;1,24E+02;1,66E+02;8,39E-01;7,45E+05;1,09E+02;1,23E+00;5,35E+00;0,00E+00;1,00E+00;PTMS (8).jpg;4,53E-03;2,25E+01;1,51E-01;1,34E-01;1,50E-01;1,34E-01;2,91E-01;8,81E-02;1,08E-01;1,19E-01;5,27E-02;1,15E-01;5,02E-02;9,23E+00;6,72E-01;2,29E+00;4,37E-01;9,60E-01;1,19E-01;0,00E+00;5,19E-02;8,20E+01;1,28E+02;6,00E-01;5,20E+05;1,34E+02;-6,78E-01;7,76E-01;0,00E+00;1,00E+00;3;0;2,25;3,75;3
P. capillare;Medium;9;S;F. Intermedio;P. capillare Medium;PTMH (9).jpg;3,53E-03;1,74E+01;1,41E-01;1,72E-01;1,39E-01;1,73E-01;2,34E-01;1,08E-01;1,30E-01;6,04E-02;8,16E-02;8,49E-02;5,29E-02;7,04E+01;8,08E-01;1,61E+00;6,23E-01;9,70E-01;8,88E-02;5,42E+01;5,11E-02;1,09E+02;1,93E+02;8,63E-02;7,69E+04;2,00E+01;3,19E+00;1,40E+01;0,00E+00;1,00E+00;PTMS (9).jpg;3,18E-03;2,28E+01;1,26E-01;1,33E-01;1,27E-01;1,32E-01;2,33E-01;8,60E-02;1,05E-01;7,86E-02;5,73E-02;8,07E-02;5,01E-02;1,52E+01;7,35E-01;1,61E+00;6,21E-01;9,53E-01;8,06E-02;1,67E+02;4,88E-02;8,10E+01;1,16E+02;3,29E-01;2,92E+05;1,05E+02;-6,20E-01;5,30E-01;0,00E+00;1,00E+00;3;0;4;5,5;2
P. capillare;Medium;10;S;햜ice;P. capillare Medium;PTMH (10).jpg;1,04E-02;3,17E+01;1,37E-01;1,51E-01;1,39E-01;1,52E-01;5,33E-01;7,83E-02;7,52E-02;1,12E-01;1,59E-01;1,45E-01;9,10E-02;1,12E+02;4,59E-01;1,59E+00;6,28E-01;8,24E-01;1,65E-01;1,20E+02;9,87E-02;8,90E+01;8,70E+01;8,10E-01;7,44E+05;7,30E+01;9,95E-01;1,40E+00;0,00E+00;1,00E+00;PTMS (10).jpg;5,72E-03;3,10E+01;1,31E-01;1,24E-01;1,30E-01;1,22E-01;4,24E-01;6,30E-02;9,40E-02;1,50E-01;6,51E-02;1,44E-01;5,06E-02;1,79E+02;4,00E-01;2,85E+00;3,52E-01;8,19E-01;1,51E-01;1,74E+02;6,36E-02;6,10E+01;1,10E+02;5,62E-01;5,27E+05;1,01E+02;-2,30E-01;-5,16E-01;0,00E+00;1,00E+00;6;4;9,75;11,25;3
P. capillare;Medium;11;S;F. Intermedio;P. capillare Medium;PTMH (11).jpg;5,31E-03;3,10E+01;1,27E-01;1,70E-01;1,26E-01;1,66E-01;3,10E-01;9,61E-02;1,05E-01;6,72E-02;1,22E-01;1,27E-01;5,31E-02;1,08E+02;6,93E-01;2,40E+00;4,17E-01;9,56E-01;1,25E-01;1,11E+02;5,37E-02;1,03E+02;1,05E+02;3,77E-01;3,53E+05;6,50E+01;1,08E+00;1,23E+00;0,00E+00;1,00E+00;PTMS (11).jpg;3,33E-03;2,18E+01;1,03E-01;1,04E-01;1,02E-01;1,04E-01;2,93E-01;4,71E-02;7,84E-02;1,15E-01;5,75E-02;1,19E-01;3,55E-02;1,85E+01;4,89E-01;3,36E+00;2,98E-01;9,12E-01;1,23E-01;2,09E+01;3,58E-02;4,50E+01;1,17E+02;2,82E-01;2,58E+05;8,50E+01;-1,22E-01;5,74E-01;0,00E+00;1,00E+00;2;1;4,25;5,75;1
P. capillare;Medium;12;S;F. Intermedio;P. capillare Medium;PTMH (12).jpg;1,02E-02;2,12E+01;1,26E-01;1,69E-01;1,27E-01;1,66E-01;4,95E-01;9,01E-02;6,18E-02;7,12E-02;2,12E-01;2,06E-01;6,30E-02;8,15E+01;5,23E-01;3,27E+00;3,06E-01;9,07E-01;2,17E-01;7,63E+01;6,56E-02;1,02E+02;2,61E+02;5,38E-01;4,90E+05;4,90E+01;1,68E+00;6,89E+00;0,00E+00;1,00E+00;PTMS (12).jpg;7,66E-03;2,84E+01;1,59E-01;1,10E-01;1,59E-01;1,09E-01;4,67E-01;6,42E-02;7,64E-02;1,92E-01;6,83E-02;1,79E-01;5,44E-02;1,74E+02;4,41E-01;3,29E+00;3,04E-01;8,66E-01;1,92E-01;1,77E+02;5,93E-02;6,30E+01;9,90E+01;6,57E-01;6,33E+05;9,10E+01;-6,88E-01;-2,57E-01;0,00E+00;1,00E+00;5;2;7,25;8,75;1
P. capillare;Medium;13;S;F. Intermedio;P. capillare Medium;PTMH (13).jpg;3,57E-03;3,43E+01;1,36E-01;1,87E-01;1,40E-01;1,90E-01;2,38E-01;1,08E-01;1,47E-01;5,81E-02;8,87E-02;8,13E-02;5,59E-02;8,69E+01;7,90E-01;1,46E+00;6,87E-01;9,46E-01;8,88E-02;8,93E+01;5,80E-02;1,23E+02;2,31E+02;1,96E-01;1,88E+05;4,10E+01;1,62E+00;2,01E+00;0,00E+00;1,00E+00;PTMS (13).jpg;2,87E-03;2,77E+01;1,08E-01;8,36E-02;1,08E-01;8,19E-02;2,45E-01;7,73E-02;4,72E-02;6,93E-02;6,33E-02;6,64E-02;5,49E-02;1,38E+02;6,01E-01;1,21E+00;8,26E-01;9,12E-01;7,41E-02;1,52E+02;6,03E-02;7,90E+01;6,90E+01;2,32E-01;2,30E+05;8,30E+01;-2,92E-01;-5,57E-01;0,00E+00;1,00E+00;3;2;5;6,5;2
P. capillare;Medium;14;S;F. Intermedio;P. capillare Medium;PTMH (14).jpg;8,17E-03;2,71E+01;1,01E-01;2,04E-01;1,01E-01;2,04E-01;5,01E-01;6,41E-02;9,87E-02;6,61E-02;2,09E-01;2,04E-01;5,09E-02;9,68E+01;4,10E-01;4,02E+00;2,49E-01;8,14E-01;2,11E-01;1,04E+02;6,21E-02;7,30E+01;9,70E+01;4,67E-01;4,52E+05;5,00E+01;1,64E+00;4,23E+00;0,00E+00;1,00E+00;PTMS (14).jpg;6,63E-03;3,06E+01;1,48E-01;1,48E-01;1,51E-01;1,47E-01;5,31E-01;5,31E-02;1,12E-01;1,91E-01;8,16E-02;1,97E-01;4,29E-02;1,09E+01;2,95E-01;4,58E+00;2,18E-01;7,30E-01;1,94E-01;1,97E+01;5,38E-02;6,00E+01;1,86E+02;6,28E-01;6,03E+05;9,60E+01;-1,04E-02;-3,63E-01;0,00E+00;1,00E+00;5;11;7,25;8,75;1
P. capillare;Medium;15;S;햜ice;P. capillare Medium;PTMH (15).jpg;7,24E-03;4,38E+01;1,46E-01;1,44E-01;1,42E-01;1,47E-01;4,00E-01;1,02E-01;7,02E-02;8,80E-02;1,42E-01;1,33E-01;6,96E-02;8,34E+01;5,70E-01;1,91E+00;5,25E-01;8,51E-01;1,44E-01;1,01E+02;7,71E-02;1,26E+02;6,70E+01;4,57E-01;4,16E+05;5,40E+01;2,78E+00;8,76E+00;0,00E+00;1,00E+00;PTMS (15).jpg;4,45E-03;2,01E+01;1,60E-01;1,09E-01;1,60E-01;1,09E-01;4,94E-01;9,09E-02;6,61E-02;1,29E-01;7,13E-02;1,12E-01;5,07E-02;2,08E+00;2,29E-01;2,20E+00;4,54E-01;7,36E-01;1,29E-01;9,17E-01;6,86E-02;8,80E+01;1,09E+02;2,90E-01;2,72E+05;6,50E+01;-2,11E-02;-2,36E-02;0,00E+00;1,00E+00;6;3;10;11,5;2
P. capillare;Medium;16;S;F. Intermedio;P. capillare Medium;PTMH (16).jpg;4,93E-03;2,59E+01;1,33E-01;1,65E-01;1,31E-01;1,69E-01;3,42E-01;9,37E-02;1,03E-01;7,43E-02;1,37E-01;1,40E-01;4,48E-02;6,94E+01;5,31E-01;3,13E+00;3,20E-01;8,67E-01;1,43E-01;6,33E+01;5,28E-02;9,20E+01;2,33E+02;2,64E-01;2,54E+05;5,10E+01;1,20E+00;2,82E+00;0,00E+00;1,00E+00;PTMS (16).jpg;3,63E-03;1,82E+01;1,24E-01;1,06E-01;1,26E-01;1,07E-01;3,32E-01;6,61E-02;7,23E-02;1,22E-01;6,72E-02;1,17E-01;3,94E-02;1,64E+02;4,14E-01;2,98E+00;3,36E-01;7,98E-01;1,25E-01;1,67E+02;4,83E-02;6,40E+01;1,07E+02;1,98E-01;1,85E+05;5,50E+01;2,07E-01;5,02E-01;0,00E+00;1,00E+00;5;3;7,25;8,75;1
P. capillare;Medium;17;S;F. Intermedio;P. capillare Medium;PTMH (17).jpg;3,80E-03;2,27E+01;1,10E-01;1,70E-01;1,10E-01;1,70E-01;3,51E-01;8,97E-02;9,27E-02;3,73E-02;1,61E-01;1,63E-01;2,97E-02;9,15E+01;3,89E-01;5,50E+00;1,82E-01;8,73E-01;1,61E-01;9,25E+01;3,68E-02;1,03E+02;9,20E+01;2,93E-01;2,88E+05;7,70E+01;-8,06E-02;-3,27E-01;0,00E+00;1,00E+00;PTMS (17).jpg;3,03E-03;2,12E+01;1,16E-01;1,02E-01;1,15E-01;1,01E-01;3,58E-01;5,29E-02;7,43E-02;1,44E-01;6,52E-02;1,42E-01;2,71E-02;2,02E+01;2,97E-01;5,25E+00;1,90E-01;6,67E-01;1,53E-01;2,02E+01;3,78E-02;5,20E+01;1,34E+02;2,32E-01;2,24E+05;7,70E+01;-1,59E-01;-2,20E-01;0,00E+00;1,00E+00;5;4;7;7;2
P. capillare;Medium;18;S;햜ice;P. capillare Medium;PTMH (18).jpg;6,62E-03;2,93E+01;1,22E-01;1,26E-01;1,23E-01;1,25E-01;3,93E-01;8,55E-02;6,36E-02;7,65E-02;1,27E-01;1,18E-01;7,14E-02;8,61E+01;5,38E-01;1,65E+00;6,06E-01;9,10E-01;1,27E-01;9,09E+01;7,55E-02;1,19E+02;6,40E+01;5,74E-01;5,81E+05;8,70E+01;2,02E-02;-3,29E-01;0,00E+00;1,00E+00;PTMS (18).jpg;4,26E-03;3,06E+01;1,27E-01;9,29E-02;1,27E-01;9,25E-02;2,89E-01;7,16E-02;6,27E-02;1,02E-01;5,88E-02;9,84E-02;5,51E-02;1,03E+01;6,40E-01;1,79E+00;5,60E-01;9,35E-01;1,04E-01;1,26E+01;5,78E-02;7,30E+01;1,03E+02;4,08E-01;4,24E+05;1,00E+02;-3,70E-01;-4,35E-01;0,00E+00;1,00E+00;5;3;9;10,5;2
P. capillare;Medium;19;S;F. Intermedio;P. capillare Medium;PTMH (19).jpg;5,11E-03;3,25E+01;1,23E-01;1,40E-01;1,23E-01;1,46E-01;2,88E-01;8,67E-02;8,37E-02;6,63E-02;1,08E-01;1,09E-01;5,98E-02;9,29E+01;7,76E-01;1,82E+00;5,50E-01;9,50E-01;1,11E-01;1,04E+02;6,49E-02;1,11E+02;8,20E+01;3,50E-01;3,36E+05;6,20E+01;1,28E+00;3,26E+00;0,00E+00;1,00E+00;PTMS (19).jpg;2,97E-03;2,12E+01;1,35E-01;1,04E-01;1,32E-01;1,02E-01;2,68E-01;8,46E-02;7,35E-02;9,56E-02;6,54E-02;9,49E-02;3,98E-02;1,56E+02;5,21E-01;2,38E+00;4,20E-01;7,78E-01;9,68E-02;1,71E+02;5,33E-02;8,40E+01;1,03E+02;1,94E-01;1,92E+05;6,50E+01;-4,87E-03;-4,09E-01;0,00E+00;1,00E+00;5;4;7,25;8,75;1
P. capillare;Medium;20;S;햜ice;P. capillare Medium;PTMH (20).jpg;4,39E-03;2,67E+01;1,04E-01;1,22E-01;1,06E-01;1,17E-01;3,51E-01;7,24E-02;6,22E-02;6,53E-02;1,23E-01;1,20E-01;4,65E-02;7,19E+01;4,48E-01;2,59E+00;3,87E-01;8,46E-01;1,36E-01;6,32E+01;5,51E-02;7,10E+01;1,80E+02;3,12E-01;3,00E+05;7,20E+01;7,17E-02;-8,24E-01;0,00E+00;1,00E+00;PTMS (20).jpg;3,86E-03;2,68E+01;1,70E-01;1,06E-01;1,73E-01;1,05E-01;3,86E-01;1,02E-01;7,83E-02;1,23E-01;5,22E-02;1,17E-01;4,20E-02;6,12E+00;3,26E-01;2,79E+00;3,59E-01;7,96E-01;1,23E-01;4,69E+00;5,12E-02;1,02E+02;1,12E+02;2,94E-01;2,91E+05;7,40E+01;4,06E-01;4,71E-02;0,00E+00;1,00E+00;6;4;10,25;11,75;1
P. capillare;Medium;21;L;F. Intermedio;P. capillare Medium;PTMH (21).jpg;4,75E-03;2,52E+01;9,05E-02;1,37E-01;9,30E-02;1,37E-01;2,94E-01;5,21E-02;8,42E-02;7,52E-02;9,82E-02;8,74E-02;6,91E-02;8,25E+01;6,88E-01;1,27E+00;7,90E-01;8,82E-01;1,03E-01;7,07E+01;7,45E-02;6,00E+01;1,81E+02;4,19E-01;4,17E+05;9,00E+01;-3,42E-01;2,22E-01;0,00E+00;1,00E+00;PTMS (21).jpg;3,08E-03;2,38E+01;9,25E-02;1,14E-01;9,14E-02;1,14E-01;2,73E-01;4,86E-02;8,23E-02;8,63E-02;5,75E-02;7,93E-02;4,95E-02;2,06E+01;5,21E-01;1,60E+00;6,24E-01;8,81E-01;8,81E-02;1,44E+01;5,25E-02;5,00E+01;1,39E+02;2,60E-01;2,65E+05;8,60E+01;-3,28E-01;2,86E-01;0,00E+00;1,00E+00;5;0;4,75;6,25;1
P. capillare;Medium;22;S;F. Intermedio;P. capillare Medium;PTMH (22).jpg;6,64E-03;3,05E+01;1,18E-01;1,79E-01;1,16E-01;1,76E-01;3,66E-01;8,46E-02;1,10E-01;6,11E-02;1,50E-01;1,47E-01;5,76E-02;9,46E+01;6,24E-01;2,55E+00;3,92E-01;9,37E-01;1,51E-01;9,93E+01;6,11E-02;1,16E+02;1,09E+02;5,54E-01;5,34E+05;7,70E+01;1,36E+00;3,09E+00;0,00E+00;1,00E+00;PTMS (22).jpg;3,95E-03;3,02E+01;8,66E-02;5,89E-02;8,41E-02;5,72E-02;3,30E-01;3,22E-02;2,72E-02;1,24E-01;6,03E-02;1,14E-01;4,40E-02;1,66E+02;4,57E-01;2,60E+00;3,85E-01;8,76E-01;1,25E-01;1,71E+02;5,08E-02;3,20E+01;4,60E+01;4,34E-01;4,29E+05;1,14E+02;-2,30E-01;-2,11E-01;0,00E+00;1,00E+00;6;2;8;9,5;2
P. capillare;Medium;23;S;햜ice;P. capillare Medium;PTMH (23).jpg;4,24E-03;3,28E+01;1,01E-01;1,42E-01;9,97E-02;1,47E-01;2,62E-01;7,35E-02;9,02E-02;5,78E-02;1,09E-01;9,69E-02;5,58E-02;9,23E+01;7,79E-01;1,74E+00;5,76E-01;9,73E-01;1,09E-01;9,36E+01;5,78E-02;9,70E+01;9,20E+01;4,16E-01;4,33E+05;9,70E+01;2,37E-01;-6,30E-01;0,00E+00;1,00E+00;PTMS (23).jpg;3,53E-03;3,05E+01;1,50E-01;1,13E-01;1,52E-01;1,12E-01;2,61E-01;1,01E-01;8,84E-02;1,04E-01;4,92E-02;9,91E-02;4,54E-02;4,40E-01;6,52E-01;2,19E+00;4,57E-01;9,40E-01;1,05E-01;7,13E+00;4,92E-02;1,01E+02;1,24E+02;3,86E-01;3,82E+05;1,11E+02;-4,99E-01;-5,30E-02;0,00E+00;1,00E+00;6;0;9,25;10,75;1
P. capillare;Medium;24;S;F. Apical;P. capillare Medium;PTMH (24).jpg;3,03E-03;2,74E+01;1,26E-01;1,02E-01;1,26E-01;9,94E-02;3,02E-01;1,04E-01;3,87E-02;3,97E-02;1,27E-01;1,36E-01;2,83E-02;9,48E+01;4,17E-01;4,83E+00;2,07E-01;7,93E-01;1,27E-01;8,82E+01;3,46E-02;1,26E+02;1,67E+02;2,95E-01;2,99E+05;9,30E+01;1,56E+00;4,49E+00;0,00E+00;1,00E+00;PTMS (24).jpg;1,80E-03;2,45E+01;1,08E-01;8,52E-02;1,05E-01;8,54E-02;2,82E-01;5,34E-02;6,96E-02;1,06E-01;2,92E-02;1,06E-01;2,16E-02;8,18E-01;2,86E-01;4,92E+00;2,03E-01;7,20E-01;1,06E-01;1,78E+02;2,87E-02;5,30E+01;8,80E+01;2,04E-01;2,01E+05;1,12E+02;-1,64E-01;-3,96E-01;0,00E+00;1,00E+00;6;3;8,25;9,75;1
P. capillare;Medium;25;S;F. Intermedio;P. capillare Medium;PTMH (25).jpg;4,14E-03;2,90E+01;1,12E-01;1,37E-01;1,16E-01;1,36E-01;2,74E-01;6,94E-02;9,23E-02;7,74E-02;8,83E-02;8,59E-02;6,13E-02;6,28E+01;6,91E-01;1,40E+00;7,13E-01;9,08E-01;9,92E-02;4,95E+01;6,25E-02;7,00E+01;1,69E+02;3,13E-01;3,18E+05;8,00E+01;-2,05E-01;-7,28E-01;0,00E+00;1,00E+00;PTMS (25).jpg;3,64E-03;2,44E+01;1,13E-01;1,02E-01;1,12E-01;1,00E-01;3,37E-01;6,36E-02;6,16E-02;9,29E-02;6,94E-02;7,76E-02;5,98E-02;1,59E+02;4,03E-01;1,30E+00;7,71E-01;8,11E-01;9,45E-02;1,69E+02;6,56E-02;6,50E+01;9,50E+01;3,76E-01;3,93E+05;1,04E+02;-2,48E-01;3,82E-01;0,00E+00;1,00E+00;4;5;6,25;7,75;1
P. capillare;Medium;26;S;F. Apical;P. capillare Medium;PTMH (26).jpg;5,90E-03;2,89E+01;1,00E-01;1,12E-01;9,91E-02;1,09E-01;4,99E-01;6,64E-02;2,92E-02;6,54E-02;1,82E-01;1,62E-01;4,64E-02;9,20E+01;2,97E-01;3,49E+00;2,86E-01;7,06E-01;1,82E-01;9,19E+01;6,54E-02;9,80E+01;2,90E+01;4,87E-01;4,81E+05;7,90E+01;1,53E+00;5,49E+00;0,00E+00;1,00E+00;PTMS (26).jpg;4,17E-03;2,65E+01;1,36E-01;8,77E-02;1,31E-01;8,73E-02;4,42E-01;5,99E-02;6,51E-02;1,58E-01;4,75E-02;1,54E-01;3,44E-02;2,12E+00;2,69E-01;4,48E+00;2,23E-01;7,08E-01;1,59E-01;5,23E+00;4,55E-02;5,80E+01;8,90E+01;4,37E-01;4,09E+05;1,03E+02;2,18E-01;-2,84E-01;0,00E+00;1,00E+00;6;3;8;9,5;2
